,koi_id,kic_id,kep_mag,Rstar,logrho,Teff,FeH,logg,limbdark_1,limbdark_2,npl,period,epoch,depth,duration,impact,ecc,omega,ror,dor,ttv_type
0,K00007,11853905,12.211,1.493760831039038,-0.46010295778146454,5981.818498614865,0.19130820030315457,4.165,0.7194589250113462,0.21620005540089768,1,3.213668926,125.5980763473424,0.0007279204,0.15983992155272514,0.11169038470876769,0.013751934238464736,0.5642311227144177,0.02698,6.513,none
1,K00069,3544595,9.931,0.9386065898047039,0.03618075339051668,5542.574603205737,-0.16556705419391196,4.445,0.7102696259908022,0.08601363065675141,1,4.72674037,137.84774357107543,0.0002732409,0.09861399900871952,0.6325481568065174,0.006497145159552826,-0.27357813760274885,0.01653,12.187,none
2,K00084,2571238,11.898,0.8995365622235896,0.09791421601411276,5497.584124829817,-0.037326444398382945,4.502,0.7267516511182249,0.1776084640997105,1,9.286964466,141.73428026328799,0.00069169,0.06448045344082952,0.9252048608037386,0.011489409638566062,3.208174880146011,0.0263,20.4,gaussian
3,K00103,2444412,12.593,0.8841890719310599,0.1470705689518797,5609.599340184084,-0.1405381322972184,4.515,0.6486550379235707,0.030124827821784834,1,14.91095177,150.55239458467244,0.00086436,0.16104985478719563,0.3727551689310397,0.0016258167790034626,-0.23083369993507108,0.0294,28.297,gaussian
4,K00107,11250587,12.702,1.5918874057516779,-0.5256210522423767,5849.47340216262,0.18745839936675146,4.125,0.6945005887490687,0.021635170755023216,1,7.256962446,138.50906666254636,0.00046311040000000006,0.20449129916306988,0.399414134911424,0.0019170810811531677,4.540817355729245,0.02152,10.662,gaussian
5,K00110,9450647,12.663,1.2263003177759082,-0.19399859948344952,6476.180721414482,-0.0968733088093451,4.329,0.7997140781267399,0.13716199228073175,1,9.940666412,141.3593887713226,0.0005202961,0.19068549419809286,0.18228050850870844,0.01835609469337468,-0.19322624137934485,0.02281,16.768,sinusoidal
6,K00118,3531558,12.377,1.388275520278707,-0.4072322687434066,5788.306992258955,0.05388491281431527,4.175,0.7446001693876879,0.1623057419297229,1,24.99324319,154.128668263288,0.0002696164,0.3026188983551232,0.17794536892794816,0.0015238403987565242,0.15191723421958736,0.01642,26.309,smooth
7,K00122,8349582,12.346,1.3966885264846063,-0.37086644211344855,5820.396183401205,0.32802047174103205,4.21,0.7280811267942012,-0.031128461336453868,1,11.523067458,139.09085194561186,0.0005071504,0.22522899175577987,0.18862819320217436,0.012378908274929087,1.9002379692027787,0.02252,16.187,sinusoidal
8,K00149,3835670,13.397,1.8726542555261736,-0.7337804344906285,5726.258387694973,0.281521593533487,3.966,0.6525634577910684,0.32048206672298685,1,14.55730897,154.09211272311495,0.0009566649,0.11662525524632954,0.9682745292452797,0.009454569183025206,4.261909300532464,0.03093,14.216,gaussian
9,K00155,8030148,13.494,1.596752970540153,-0.5636230787593678,5907.447567905864,-0.3563262537700381,4.067,0.6688465945924156,-0.06837836804469916,1,5.660669429,140.91460459765142,0.0007376656,0.20655410958568068,0.2949473694810484,0.01654730125840437,3.4809621232744146,0.02716,8.653,cubic
